,YEAR,STATE NAME,DISTRICT NAME,TOTAL POULATION,PERCENTAGE URBAN POPULATION,0-6 POPULATION,GROWTH RATE,SEX RATIO,PERCENTAGE SC POPULATION,PERCENTAGE ST POPULATION,OVERALL LITERACY,FEMALE LITERACY,MALE LITERACY,AREA (SQ. KM) (AREA SQKM),AGE GROUP 6 TO 10 (TOT 6 10 15),AGE GROUP 11 TO 13 (TOT 11 13 15),PRIMARY ONLY (SCH1),PRIMARY WITH UPPER PRIMARY (SCH2)
0,2015-16,JAMMU AND KASHMIR,KUPWARA,875564,11.33,197001.9,34.62,843,0.12,8.08,66.92,54.79,77.1,2379,135672,72701,1107,818
1,2015-16,JAMMU AND KASHMIR,BARAMULA,1015503,17.19,161871.18,20.34,873,0.15,3.74,66.93,55.01,77.35,4243,117874,70952,1215,825
2,2015-16,JAMMU AND KASHMIR,SRINAGAR,1269751,98.73,155798.45,23.56,879,0.09,0.72,71.21,63.47,77.95,1979,113560,62397,258,417
3,2015-16,JAMMU AND KASHMIR,BADGAM,735753,11.74,150755.79,21.18,883,0.05,3.17,57.98,46.6,68.56,1361,118477,58838,755,537
4,2015-16,JAMMU AND KASHMIR,PULWAMA,570060,13.8,97651.28,29.18,913,0.07,4.03,65,53.81,75.41,1086,64493,30166,532,339
5,2015-16,JAMMU AND KASHMIR,ANANTNAG,1070144,26.04,206323.76,37.48,937,0.17,10.75,64.32,54.15,74.13,3574,150600,78343,779,869
6,2015-16,JAMMU AND KASHMIR,LEH (LADAKH),147104,42.96,11812.45,25.48,583,0.37,71.81,80.48,64.52,89.39,45110,9066,5260,176,145
7,2015-16,JAMMU AND KASHMIR,KARGIL,143388,8.89,20404.11,20.18,775,0.01,86.89,74.49,58.05,86.73,14036,15468,8377,229,289
8,2015-16,JAMMU AND KASHMIR,DODA,409576,7.95,71020.48,27.89,922,13.03,9.57,65.97,50.34,80.36,8912,52488,28512,756,533
9,2015-16,JAMMU AND KASHMIR,UDHAMPUR,555357,19.72,82637.12,20.86,863,24.97,10.15,69.9,58.22,79.93,2637,61091,35880,983,557
10,2015-16,JAMMU AND KASHMIR,PUNCH,476820,8.1,84111.05,27.97,890,0.12,36.93,68.69,54.8,81.04,1674,64075,33597,1037,530
11,2015-16,JAMMU AND KASHMIR,RAJAURI,619266,7.09,118527.51,28.14,863,7.5,36.24,68.54,57.2,78.38,2630,81895,43716,1112,634
12,2015-16,JAMMU AND KASHMIR,JAMMU,1526406,49.65,159814.71,12.48,871,24.71,4.52,83.98,77.41,89.77,2342,121628,76166,1078,690
13,2015-16,JAMMU AND KASHMIR,KATHUA,615711,14.38,80165.57,20.38,877,22.91,8.65,73.5,64.56,81.4,2502,61407,37816,989,501
14,2015-16,JAMMU AND KASHMIR,SHOPIAN,265960,5.62,40266.34,25.85,951,0.02,8.2,62.49,52.77,71.86,312,28786,17229,349,209
15,2015-16,JAMMU AND KASHMIR,BANDIPORA,385099,16.89,60306.5,26.31,911,0.1,19.22,57.82,46.24,68.41,345,46005,27160,401,379
16,2015-16,JAMMU AND KASHMIR,KISHTWAR,231037,6.42,39114.56,21.06,917,6.2,16.54,58.54,44.13,71.75,1644,29055,16451,470,324
17,2015-16,JAMMU AND KASHMIR,RAMBAN,283313,4.16,54736.07,31.81,901,4.91,14.02,56.9,40.04,71.97,1329,41326,21287,554,279
18,2015-16,JAMMU AND KASHMIR,GANDERBAL,297003,15.76,50549.91,36.3,869,0.04,20.53,59.99,47.62,70.74,259,37151,21439,372,214
19,2015-16,JAMMU AND KASHMIR,KULGAM,422786,18.77,70309.31,7.3,951,0.01,6.25,60.35,49.74,70.58,410,48981,26493,424,450
20,2015-16,JAMMU AND KASHMIR,REASI,314714,8.49,55798.79,27.06,891,12,28.08,59.42,47.55,69.93,1719,40695,22639,711,389
21,2015-16,JAMMU AND KASHMIR,SAMBA,318611,16.83,38010.29,16.9,886,28.8,5.51,82.48,74.39,89.76,904,27998,17533,317,225
22,2015-16,HIMACHAL PRADESH,CHAMBA,518844,6.98,69421.33,12.58,989,21.52,26.1,73.19,62.14,84.19,6522,51872,32067,1222,47
23,2015-16,HIMACHAL PRADESH,KANGRA,1507223,5.73,160820.69,12.56,1013,21.15,5.6,86.49,80.62,92.55,5739,115686,75483,1806,167
24,2015-16,HIMACHAL PRADESH,LAHUL AND SPITI,31528,,2995.16,-5.1,916,7.08,81.44,77.24,66.5,86.97,13841,2385,1488,201,2
25,2015-16,HIMACHAL PRADESH,KULLU,437474,9.43,50047.03,14.65,950,28.01,3.84,80.14,71.01,88.8,5503,37567,22966,786,73
26,2015-16,HIMACHAL PRADESH,MANDI,999518,6.27,109946.98,10.89,1012,29.38,1.28,82.81,74.33,91.51,3950,81423,52391,1814,108
27,2015-16,HIMACHAL PRADESH,HAMIRPUR (H,454293,6.91,47700.77,10.08,1096,24.03,0.67,89.01,83.44,95.28,1118,34712,22663,534,60
28,2015-16,HIMACHAL PRADESH,UNA,521057,8.62,58202.07,16.24,977,22.16,1.65,87.23,81.67,92.75,1540,42408,27408,519,42
29,2015-16,HIMACHAL PRADESH,BILASPUR (H,382056,6.58,41605.9,12.08,981,25.92,2.8,85.67,78.9,92.39,1167,29136,18326,643,57
30,2015-16,HIMACHAL PRADESH,SOLAN,576670,17.7,66374.72,15.21,884,28.35,4.42,85.02,78.02,91.19,1936,48350,30511,833,63
31,2015-16,HIMACHAL PRADESH,SIRMAUR,530164,10.8,67967.02,15.61,915,30.34,2.13,79.98,72.55,86.76,2825,50339,31434,1055,53
32,2015-16,HIMACHAL PRADESH,SHIMLA,813384,24.77,80769.03,12.58,916,26.51,1.08,84.55,77.8,90.73,5131,62009,39700,1713,118
33,2015-16,HIMACHAL PRADESH,KINNAUR,84298,,7983.02,7.61,818,17.53,57.95,80.77,71.34,88.37,6401,6260,3826,201,8
34,2015-16,PUNJAB,GURDASPUR,2299026,28.5,240937.92,9.3,895,25.26,0,81.06,75.73,85.9,3551,183543,119959,1206,170
35,2015-16,PUNJAB,AMRITSAR,2490891,55.17,266525.34,15.48,884,30.95,0,77.2,72.75,81.2,2683,205882,128455,1026,328
36,2015-16,PUNJAB,KAPURTHALA,817668,34.9,82666.23,8.37,912,33.95,0,80.18,75.36,84.6,1633,62529,41629,572,56
37,2015-16,PUNJAB,JALANDHAR,2181753,53.18,213375.44,11.16,913,38.95,0,82.4,78.31,86.1,2624,164181,107352,1119,231
38,2015-16,PUNJAB,HOSHIARPUR,1582793,21.15,162394.56,6.85,962,35.14,0,85.43,80.78,89.9,3386,121442,80838,1322,139
39,2015-16,PUNJAB,NAWANSHAHR,614362,20.43,60514.66,4.58,954,42.51,0,80.33,74.28,86.2,1282,45151,29818,438,41
40,2015-16,PUNJAB,RUPNAGAR,683349,12.63,69564.93,8.67,913,26.42,0,83.28,77.17,88.9,1356,52150,33919,581,51
41,2015-16,PUNJAB,FATEHGARH SAHIB,599814,30.87,60761.16,11.39,871,32.07,0,80.33,75.53,84.5,1180,45474,29084,469,34
42,2015-16,PUNJAB,LUDHIANA,3487882,59.14,363088.52,15,869,26.39,0,82.54,78.16,86.3,3578,280799,178143,1194,350
43,2015-16,PUNJAB,MOGA,992289,22.55,102602.68,10.9,893,36.5,0,71.59,67.41,75.3,2242,77168,51298,381,63
44,2015-16,PUNJAB,FIROZPUR,2026831,27.25,241395.57,16.08,893,42.17,0,69.85,62.24,76.7,5305,181175,112831,655,60
45,2015-16,PUNJAB,MUKTSAR,902702,27.99,102005.33,16.1,895,42.31,0,66.79,60.03,72.9,2593,75085,46547,376,55
46,2015-16,PUNJAB,FARIDKOT,618008,35.2,66683.06,12.18,889,38.92,0,70.65,64.82,75.9,1458,50013,31824,275,32
47,2015-16,PUNJAB,BATHINDA,1388859,35.99,145413.54,17.37,865,32.44,0,69.57,62.92,75.3,3353,109398,68052,439,103
48,2015-16,PUNJAB,MANSA,768808,21.26,81493.65,11.62,880,33.63,0,62.78,56.41,68.4,2198,61210,39905,309,43
49,2015-16,PUNJAB,SANGRUR,1654408,40.27,175036.37,12.3,883,27.89,0,68.88,62.86,74.2,3625,131199,83592,746,114
50,2015-16,PUNJAB,PATIALA,1892282,53.64,204934.14,19.4,888,24.55,0,76.26,70.47,81.4,3325,154215,95645,1054,163
51,2015-16,PUNJAB,MOHALI,986147,26.02,109265.09,32.02,878,21.74,0,84.87,80.01,89.2,1094,83467,51394,482,128
52,2015-16,PUNJAB,TARAN TARAN,1120070,31.24,129816.11,19.28,898,33.71,0,69.43,62.88,75.4,2414,100430,64205,577,125
53,2015-16,PUNJAB,BARNALA,596294,31.97,62968.65,13.16,876,32.24,0,68.9,64.14,73.1,1482,47135,30839,200,43
54,2015-16,PUNJAB,Fazilka,,,,,,,,,,,0,,,543,152
55,2015-16,PUNJAB,PATHANKOT,,,,,,,,,,,0,,,407,101
56,2015-16,CHANDIGARH,CHANDIGARH,1054686,97.25,117913.89,17.1,818,18.86,0,86.43,81.38,90.54,114,87957,53614,12,29
57,2015-16,UTTARAKHAND,UTTARKASHI,329686,7.35,45002.14,11.75,959,24.41,1.06,75.98,62.23,89.26,8016,35056,22133,924,52
58,2015-16,UTTARAKHAND,CHAMOLI,391114,15.11,50766.6,5.6,1021,20.25,3.13,83.48,73.2,94.18,8030,38145,23960,1093,71
59,2015-16,UTTARAKHAND,RUDRAPRAYAG,236857,4.19,30222.95,4.14,1120,19.68,0.16,82.09,70.94,94.97,1984,23314,15469,672,30
60,2015-16,UTTARAKHAND,TEHRI GARHWAL,616409,11.37,82413.88,1.93,1078,16.5,0.14,75.1,61.77,89.91,3642,62483,40518,1702,93
61,2015-16,UTTARAKHAND,DEHRADUN,1698560,55.9,196353.54,32.48,902,13.49,6.58,85.24,79.61,90.32,3088,149859,93055,1381,319
62,2015-16,UTTARAKHAND,GARHWAL,686527,16.41,82108.63,-1.51,1103,17.8,0.32,82.59,73.26,93.18,5329,61427,40720,1814,120
63,2015-16,UTTARAKHAND,PITHORAGARH,485993,14.31,62887.49,5.13,1021,24.9,4.04,82.93,72.97,93.45,7090,46685,29192,1356,111
64,2015-16,UTTARAKHAND,BAGESHWAR,259840,3.5,34662.66,5.13,1093,27.73,0.76,80.69,69.59,93.2,2241,26538,16022,711,25
65,2015-16,UTTARAKHAND,ALMORA,621927,10.02,77989.65,-1.73,1142,24.26,0.21,81.06,70.44,93.57,3144,58705,37674,1598,94
66,2015-16,UTTARAKHAND,CHAMPAWAT,259315,14.79,36537.48,15.49,981,18.25,0.52,80.73,68.81,92.65,1766,27769,17871,586,32
67,2015-16,UTTARAKHAND,NAINITAL,955128,38.94,122160.87,25.2,933,20.03,0.79,84.85,78.21,91.09,4251,90422,56401,1252,138
68,2015-16,UTTARAKHAND,UDHAM SINGH NAGAR,1648367,35.58,223518.57,33.4,919,14.45,7.46,74.44,65.73,82.48,2542,171235,108212,1272,205
69,2015-16,UTTARAKHAND,HARDWAR,1927029,37.77,284429.48,33.16,879,21.76,0.33,74.62,65.96,82.26,2360,214392,126624,1136,294
70,2015-16,HARYANA,PANCHKULA,558890,54.87,65166.57,19.32,870,18.14,0,83.44,77.48,88.65,898,47718,30067,301,47
71,2015-16,HARYANA,AMBALA,1136784,44.38,123568.42,12.06,882,26.26,0,82.89,76.64,88.47,1574,91412,56693,547,91
72,2015-16,HARYANA,YAMUNANAGAR,1214162,38.94,143149.7,16.56,877,25.26,0,78.93,71.99,85.06,1768,104733,65452,638,65
73,2015-16,HARYANA,KURUKSHETRA,964231,28.93,115322.03,16.81,889,22.3,0,76.7,69.18,83.46,1530,83701,50768,549,71
74,2015-16,HARYANA,KAITHAL,1072861,21.97,135180.49,13.39,880,23.04,0,70.56,60.69,79.33,2317,98610,60627,439,101
75,2015-16,HARYANA,KARNAL,1506323,30.27,194466.3,18.22,886,22.56,0,76.44,68.29,83.73,2520,138652,84191,607,184
76,2015-16,HARYANA,PANIPAT,1202811,45.97,164785.11,24.33,861,17.11,0,77.46,68.23,85.45,1268,123965,73260,288,126
77,2015-16,HARYANA,SONIPAT,1480080,30.52,187970.16,15.71,853,18.62,0,80.83,70.88,89.4,2122,136200,83039,536,153
78,2015-16,HARYANA,JIND,1332042,22.82,164640.39,11.95,870,21.16,0,72.73,61.58,82.49,2702,121965,77423,474,82
79,2015-16,HARYANA,FATEHABAD,941522,19.04,118443.47,16.79,903,30.19,0,69.13,59.29,78.1,2538,87705,54276,461,89
80,2015-16,HARYANA,SIRSA,1295114,24.75,153471.01,15.98,896,29.91,0,70.35,61.16,78.64,4277,114700,71051,594,103
81,2015-16,HARYANA,HISAR,1742815,31.73,211229.18,13.38,871,23.44,0,73.24,62.31,82.79,3983,157014,98432,587,186
82,2015-16,HARYANA,BHIWANI,1629109,19.8,206082.29,14.32,884,20.87,0,76.74,64.8,87.39,4778,154583,94783,737,120
83,2015-16,HARYANA,ROHTAK,1058683,42.02,125453.94,12.61,868,20.44,0,80.37,71.19,88.42,1745,93572,58150,274,68
84,2015-16,HARYANA,JHAJJAR,956907,25.39,116168.51,8.73,861,17.79,0,80.83,70.96,89.44,1834,86857,51846,357,84
85,2015-16,HARYANA,MAHENDRAGARH,921680,14.43,109956.42,13.43,894,16.95,0,78.87,65.25,91.28,1899,80266,50901,521,60
86,2015-16,HARYANA,REWARI,896129,25.82,112195.35,17.09,898,20.28,0,82.23,70.54,92.92,1594,81555,49226,466,53
87,2015-16,HARYANA,GURGAON,1514085,68.82,197890.91,73.93,853,13.07,0,84.44,77.64,90.27,1258,145143,83437,424,106
88,2015-16,HARYANA,FARIDABAD,1798954,79.44,238001.61,31.75,871,12.37,0,83.04,75.17,89.94,741,185456,110648,295,222
89,2015-16,HARYANA,MEWAT,1089406,11.38,243155.42,37.94,906,6.91,0,56.14,37.58,72.98,1507,181013,100911,500,80
90,2015-16,HARYANA,PALWAL,1040493,22.65,171681.35,25.49,879,19.48,0,70.32,56.4,82.6,1359,130641,75374,399,144
91,2015-16,DELHI,NORTH WEST DELHI,3651261,32.44,443263.09,27.63,862,19.07,0,84.66,78.76,89.74,443,335119,204644,561,174
92,2015-16,DELHI,NORTH DELHI,883418,17.79,100886.34,13.04,871,18.66,0,86.81,81.92,91.06,61,76530,47102,187,35
93,2015-16,DELHI,NORTH EAST DELHI,2240749,36.44,296227.02,26.73,886,16.67,0,82.8,76.51,88.39,62,225144,135527,430,235
94,2015-16,DELHI,EAST DELHI,1707725,17.91,189557.48,16.68,883,16.46,0,88.75,84.55,92.47,63,142725,87409,331,91
95,2015-16,DELHI,NEW DELHI,133713,-25.35,11552.8,-25.35,811,23.41,0,89.38,84.83,93.04,35,9085,6175,24,4
96,2015-16,DELHI,CENTRAL DELHI,578671,-10.48,60413.25,-10.48,892,24.59,0,85.25,82.6,87.6,21,45742,27598,114,5
97,2015-16,DELHI,WEST DELHI,2531583,23.65,282777.82,18.91,876,14.8,0,87.12,82.5,91.17,130,211942,129215,361,119
98,2015-16,DELHI,SOUTH WEST DELHI,2292363,40.44,262704.8,30.62,836,13.89,0,88.81,83.07,93.62,421,193779,116810,301,115
99,2015-16,DELHI,SOUTH DELHI,2733752,29.22,323129.49,20.59,859,15.48,0,87.03,80.99,92.2,247,246043,150238,446,126
100,2015-16,RAJASTHAN,GANGANAGAR,1969520,27.2,252295.51,10.06,887,36.59,0.68,70.25,60.07,79.33,10978,187904,119237,1127,1183
101,2015-16,RAJASTHAN,HANUMANGARH,1779650,19.71,232956.19,17.24,906,27.85,0.81,68.37,56.91,78.82,9656,168621,109118,383,889
102,2015-16,RAJASTHAN,BIKANER,2367745,33.95,394466.32,41.42,903,20.88,0.33,65.92,53.77,76.9,30239,301459,176306,1502,1124
103,2015-16,RAJASTHAN,CHURU,2041172,28.24,313932.25,6.1,938,22.15,0.55,67.46,54.25,79.95,13835,236482,142243,549,1117
104,2015-16,RAJASTHAN,JHUNJHUNUN,2139658,22.91,285430.38,11.81,950,16.88,1.95,74.72,61.15,87.88,5928,214951,131642,729,993
105,2015-16,RAJASTHAN,ALWAR,3671999,17.82,580543.04,22.7,894,17.77,7.87,71.68,56.78,85.08,8380,432430,253532,1446,2072
106,2015-16,RAJASTHAN,BHARATPUR,2549121,19.41,430801.45,21.32,877,21.87,2.12,71.16,54.63,85.7,5066,323154,183499,808,1316
107,2015-16,RAJASTHAN,DHAULPUR,1207293,20.51,215622.53,22.78,845,20.36,4.86,70.14,55.45,82.53,3033,162479,93385,673,649
108,2015-16,RAJASTHAN,KARAULI,1458459,14.99,239478.97,20.57,858,24.31,22.28,67.34,49.18,82.96,5524,179356,105510,856,742
109,2015-16,RAJASTHAN,SAWAI MADHOPUR,1338114,19.9,198843.74,19.79,894,20.87,21.4,66.19,47.8,82.72,4498,149291,92901,674,676
110,2015-16,RAJASTHAN,Dausa,1637226,12.38,256880.76,24.31,904,21.68,26.51,69.17,52.33,84.54,3432,191176,116892,903,911
111,2015-16,RAJASTHAN,JAIPUR,6663971,52.51,914296.82,26.91,909,15.14,7.97,76.44,64.63,87.27,11143,696382,422642,2438,3268
112,2015-16,RAJASTHAN,SIKAR,2677737,23.65,375686.5,17.04,944,15.64,2.81,72.98,58.76,86.66,7732,282734,172919,880,1315
113,2015-16,RAJASTHAN,NAGAUR,3309234,19.17,498701.56,19.25,948,21.16,0.32,64.08,48.63,78.9,17718,374543,231099,1845,1756
114,2015-16,RAJASTHAN,JODHPUR,3685681,34.3,593026.07,27.69,915,16.49,3.23,67.09,52.57,80.46,22850,451275,269211,2521,2038
115,2015-16,RAJASTHAN,JAISALMER,672008,13.28,130369.55,32.22,849,14.8,6.33,58.04,40.23,73.09,38401,98543,54685,1043,445
116,2015-16,RAJASTHAN,BARMER,2604453,7,499273.64,32.55,900,16.76,6.77,57.49,41.03,72.32,28387,375398,210279,3499,1754
117,2015-16,RAJASTHAN,JALOR,1830151,8.3,313870.9,26.31,951,19.53,9.77,55.58,38.73,71.83,10640,237489,138444,1223,1087
118,2015-16,RAJASTHAN,SIROHI,1037185,20.13,171654.12,21.86,938,19.48,28.22,56.02,40.12,71.09,5136,129979,73866,601,433
119,2015-16,RAJASTHAN,PALI,2038533,22.56,292937.19,11.99,987,19.54,7.1,63.23,48.35,78.16,12387,224607,135266,840,1366
120,2015-16,RAJASTHAN,AJMER,2584913,40.09,374812.39,18.48,950,18.51,2.46,70.46,56.42,83.93,8481,280416,165058,1083,1331
121,2015-16,RAJASTHAN,TONK,1421711,22.36,201029.94,17.33,949,20.26,12.54,62.46,46.01,78.27,7194,153379,92521,970,1007
122,2015-16,RAJASTHAN,BUNDI,1113725,19.94,158037.58,15.7,922,18.97,20.57,62.31,47,76.52,5776,117986,71706,820,702
123,2015-16,RAJASTHAN,BHILWARA,2410459,21.29,356265.84,19.7,969,16.94,9.52,62.71,47.93,77.16,10455,270071,158654,1889,1633
124,2015-16,RAJASTHAN,RAJSAMAND,1158283,15.93,173974.11,17.35,988,12.81,13.9,63.93,48.44,79.52,4655,132141,78103,1061,829
125,2015-16,RAJASTHAN,UDAIPUR,3067549,19.85,499090.22,23.66,958,6.14,49.71,62.74,49.1,75.91,11724,373407,215222,3041,1367
126,2015-16,RAJASTHAN,DUNGARPUR,1388906,6.39,239586.29,25.39,990,3.76,70.83,60.78,46.98,74.66,3770,181413,102587,1870,712
127,2015-16,RAJASTHAN,BANSWARA,1798194,7.11,321337.27,26.58,979,4.46,76.38,57.2,43.47,70.8,4522,241681,136519,2357,755
128,2015-16,RAJASTHAN,CHITTAURGARH,1544392,18.47,209419.56,16.09,970,16.2,13.05,62.51,46.98,77.74,7822,159859,94671,1124,977
129,2015-16,RAJASTHAN,KOTA,1950491,60.3,248492.55,24.35,906,20.78,9.42,77.48,66.32,87.63,5217,187475,110764,650,940
130,2015-16,RAJASTHAN,BARAN,1223921,20.79,179549.21,19.8,926,18.09,22.64,67.38,52.48,81.23,6992,137248,79850,1047,699
131,2015-16,RAJASTHAN,JHALAWAR,1411327,16.26,204077.88,19.57,945,17.26,12.91,62.13,47.06,76.47,6219,156185,93268,928,904
132,2015-16,RAJASTHAN,PRATAPGARH (RAJ,868231,8.26,148727.97,22.84,982,6.96,63.42,56.3,42.4,70.13,4449,112734,63805,1197,438
133,2015-16,UTTAR PRADESH,SAHARANPUR,3464228,30.71,505430.87,19.59,887,22.05,0.03,72.03,63.3,79.77,3689,387754,235557,2646,265
134,2015-16,UTTAR PRADESH,MUZAFFARNAGAR,4138605,28.76,630309.54,16.8,886,13.55,0.01,70.11,60,79.11,4008,490104,296032,1784,281
135,2015-16,UTTAR PRADESH,BIJNOR,3683896,25.13,549268.89,17.64,913,21.38,0.08,70.43,61.45,78.7,4561,427328,263024,3261,239
136,2015-16,UTTAR PRADESH,MORADABAD,4773138,33.01,763224.77,25.25,903,15.33,0.01,58.67,49.63,66.83,3718,596139,365921,1989,499
137,2015-16,UTTAR PRADESH,RAMPUR,2335398,25.21,370160.58,21.4,905,13.18,0.02,55.08,46.19,63.1,2367,288518,180947,2091,98
138,2015-16,UTTAR PRADESH,JYOTIBA PHULE NAGAR,1838771,24.83,291261.33,22.66,907,17.28,0.01,65.7,53.77,76.53,2249,227441,138975,1684,230
139,2015-16,UTTAR PRADESH,MEERUT,3447405,51.13,488152.55,15.01,885,18.12,0.1,74.8,65.69,82.91,2559,376978,218933,1670,305
140,2015-16,UTTAR PRADESH,BAGHPAT,1302156,21.05,189073.05,11.87,858,11.44,0,73.54,61.22,84.17,1321,146395,87473,703,74
141,2015-16,UTTAR PRADESH,GHAZIABAD,4661452,67.46,663324.62,41.66,878,16.52,0.09,85,81.42,88.16,1179,504940,298680,900,365
142,2015-16,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,1674714,59.56,245178.13,39.32,852,13.11,0.13,82.2,72.78,90.23,1282,183240,105943,838,231
143,2015-16,UTTAR PRADESH,BULANDSHAHR,3498507,24.8,537720.53,20.09,892,20.74,0.01,70.23,56.6,82.52,4512,411587,240770,2513,177
144,2015-16,UTTAR PRADESH,ALIGARH,3673849,33.11,555485.97,22.78,876,20.56,0.02,69.61,57.48,80.24,3650,437135,262538,2546,187
145,2015-16,UTTAR PRADESH,HATHRAS,1565678,21.31,240331.57,17.19,870,24.77,0.02,73.1,60.79,83.83,1840,190652,111747,1479,55
146,2015-16,UTTAR PRADESH,MATHURA,2541894,29.66,396789.65,22.53,858,19.89,0.06,72.65,58.93,84.39,3340,303652,180464,2098,170
147,2015-16,UTTAR PRADESH,AGRA,4380793,45.87,639157.7,21,859,22.43,0.16,69.44,59.16,78.32,4041,513000,311180,3048,366
148,2015-16,UTTAR PRADESH,FIROZABAD,2496761,33.33,370019.98,21.62,867,18.97,0.1,74.6,64.8,83.08,2407,295716,183236,1971,306
149,2015-16,UTTAR PRADESH,ETAH,1761152,15.24,277733.67,12.77,863,15.84,0.01,73.27,61.72,83.21,2431,217308,134537,1896,130
150,2015-16,UTTAR PRADESH,MAINPURI,1847194,15.39,275601.34,15.69,876,19.71,0.03,78.26,68.35,86.93,2760,215387,136059,2320,71
151,2015-16,UTTAR PRADESH,BUDAUN,3712738,17.37,647501.51,20.96,859,16.91,0,52.91,41.76,62.39,5168,503747,297684,2268,153
152,2015-16,UTTAR PRADESH,BAREILLY,4465344,34.99,669801.6,23.4,883,12.53,0.07,60.52,50.35,69.47,4120,533322,331825,2753,449
153,2015-16,UTTAR PRADESH,PILIBHIT,2037225,17.43,297027.41,23.83,889,16.42,0.08,63.58,52.43,73.46,3686,235216,150713,1596,158
154,2015-16,UTTAR PRADESH,SHAHJAHANPUR,3002376,19.7,488486.58,17.84,865,17.72,0.02,61.61,51.73,70.09,4388,383380,236169,2992,188
155,2015-16,UTTAR PRADESH,KHERI,4013634,11.49,644589.62,25.14,887,26.4,1.33,62.71,52.62,71.58,7680,508686,313787,3302,95
156,2015-16,UTTAR PRADESH,SITAPUR,4474446,11.84,732914.25,23.62,879,32.26,0.04,63.38,52.8,72.61,5743,570369,345577,3786,85
157,2015-16,UTTAR PRADESH,HARDOI,4091380,13.22,662803.56,20.39,856,31.14,0.01,68.89,59.17,77.2,5986,493668,310401,3799,95
158,2015-16,UTTAR PRADESH,UNNAO,3110595,17.14,417130.79,15.19,901,30.52,0.09,68.29,58.54,77.06,4558,334600,213114,3057,133
159,2015-16,UTTAR PRADESH,LUCKNOW,4588455,66.2,521707.33,25.79,906,20.66,0.16,79.33,73.88,84.27,2528,415978,268351,2761,646
160,2015-16,UTTAR PRADESH,RAE BARELI,3404004,9.05,460902.14,18.51,941,30.26,0.05,69.04,58.06,79.39,4609,374534,241066,2460,48
161,2015-16,UTTAR PRADESH,FARRUKHABAD,1887577,22,292763.19,20.2,874,16.59,0.01,70.57,60.51,79.34,2181,230443,137012,1663,134
162,2015-16,UTTAR PRADESH,KANNAUJ,1658005,16.92,251519.36,19.37,879,18.71,0,74.01,64.46,82.36,2093,196720,121648,1586,63
163,2015-16,UTTAR PRADESH,ETAWAH,1579160,23.2,220292.82,17.95,867,24.55,0.01,79.99,71.16,87.64,2311,172094,104656,1944,102
164,2015-16,UTTAR PRADESH,AURAIYA,1372287,17.07,193904.15,16.3,864,28.39,0.01,80.25,71.97,87.37,2016,153272,95205,1564,34
165,2015-16,UTTAR PRADESH,KANPUR DEHAT,1795092,9.66,,14.82,862,25.64,0.05,77.52,68.48,85.27,3021,192708,116621,1814,28
166,2015-16,UTTAR PRADESH,KANPUR NAGAR,4572951,65.93,484732.81,9.72,852,17.83,0.08,81.31,76.89,85.07,3155,388907,253964,2886,241
167,2015-16,UTTAR PRADESH,JALAUN,1670718,25.06,219365.27,14.87,865,27.7,0.05,75.16,63.88,84.89,4565,178869,105657,1611,271
168,2015-16,UTTAR PRADESH,JHANSI,2000755,41.78,249094,14.66,885,28.15,0.19,76.37,64.88,86.58,5024,197752,118302,1432,333
169,2015-16,UTTAR PRADESH,LALITPUR,1218002,14.38,205964.14,24.57,905,19.69,5.86,64.95,52.26,76.41,5039,159999,91601,1262,83
170,2015-16,UTTAR PRADESH,HAMIRPUR (U,1104021,18.96,148601.23,5.78,860,21.84,0.04,70.16,57.19,81.27,4021,119475,75496,1168,43
171,2015-16,UTTAR PRADESH,MAHOBA,876055,21.19,124750.23,23.66,880,25.22,0.07,66.94,54.65,77.72,3144,98872,62530,831,99
172,2015-16,UTTAR PRADESH,BANDA,1799541,15.35,289726.1,17.06,863,21.56,0.01,68.11,54.95,79.38,4408,226585,136789,1619,118
173,2015-16,UTTAR PRADESH,CHITRAKOOT,990626,9.73,171477.36,29.29,879,26.89,0.04,66.52,54.03,77.42,3216,136318,79433,1110,76
174,2015-16,UTTAR PRADESH,FATEHPUR,2632684,12.25,377000.35,14.05,900,24.75,0.01,68.78,57.76,78.69,4152,302359,191401,2503,177
175,2015-16,UTTAR PRADESH,PRATAPGARH,3173752,5.54,427504.39,16.2,994,22.1,0.02,73.1,60.99,85.29,3717,355572,239448,2973,46
176,2015-16,UTTAR PRADESH,KAUSHAMBI,1596909,7.79,263489.99,23.49,905,34.72,0.01,63.69,50.76,75.35,1779,211589,129653,1200,37
177,2015-16,UTTAR PRADESH,ALLAHABAD,5959798,24.78,832583.78,20.74,902,22,0.13,74.41,62.67,85,5482,679031,432825,3189,495
178,2015-16,UTTAR PRADESH,BARABANKI,3257983,10.14,504335.77,21.86,908,26.52,0.02,63.76,54.1,72.49,4402,396332,245891,2486,216
179,2015-16,UTTAR PRADESH,FAIZABAD,2468371,13.89,347052.96,18.16,961,22.46,0.04,70.63,60.72,80.21,2341,276755,178388,2291,92
180,2015-16,UTTAR PRADESH,AMBEDKAR NAGAR,2398709,11.74,324545.33,18.35,976,24.65,0.03,74.37,64.62,83.95,2350,263646,177061,2113,163
